,State,Region,County,Food insecurity,Limited access to healthy foods,Adult obesity
3397,NC,South,Robeson County,0.235,0.06,0.407
3398,NC,South,Robeson County,0.228,0.06,0.395
3399,NC,South,Rockingham County,0.181,0.115,0.324
3400,NC,South,Rockingham County,0.181,0.115,0.342
3401,NC,South,Rowan County,0.178,0.088,0.331
3402,NC,South,Rowan County,0.174,0.088,0.34
3403,NC,South,Rutherford County,0.198,0.097,0.3
3404,NC,South,Rutherford County,0.19,0.097,0.273
3405,NC,South,Sampson County,0.183,0.022,0.367
3406,NC,South,Sampson County,0.179,0.022,0.364
3407,NC,South,Scotland County,0.275,0.076,0.364
3408,NC,South,Scotland County,0.264,0.076,0.357
3409,NC,South,Stanly County,0.162,0.025,0.266
3410,NC,South,Stanly County,0.158,0.025,0.286
3411,NC,South,Stokes County,0.139,0.057,0.256
3412,NC,South,Stokes County,0.149,0.057,0.314
3413,NC,South,Surry County,0.161,0.034,0.307
3414,NC,South,Surry County,0.159,0.034,0.313
3415,NC,South,Swain County,0.183,0.027,0.339
3416,NC,South,Swain County,0.181,0.027,0.33
3417,NC,South,Transylvania County,0.139,0.031,0.237
3418,NC,South,Transylvania County,0.148,0.031,0.241
3419,NC,South,Tyrrell County,0.191,0.058,0.313
3420,NC,South,Tyrrell County,0.192,0.058,0.314
3421,NC,South,Union County,0.125,0.035,0.274
3422,NC,South,Union County,0.124,0.035,0.268
3423,NC,South,Vance County,0.265,0.047,0.33
3424,NC,South,Vance County,0.249,0.047,0.354
3425,NC,South,Wake County,0.15,0.042,0.248
3426,NC,South,Wake County,0.149,0.042,0.253
3427,NC,South,Warren County,0.252,0.045,0.348
3428,NC,South,Warren County,0.235,0.045,0.363
3429,NC,South,Washington County,0.247,0.097,0.33
3430,NC,South,Washington County,0.232,0.097,0.338
3431,NC,South,Watauga County,0.184,0.033,0.275
3432,NC,South,Watauga County,0.19,0.033,0.253
3433,NC,South,Wayne County,0.196,0.082,0.341
3434,NC,South,Wayne County,0.196,0.082,0.321
3435,NC,South,Wilkes County,0.177,0.055,0.293
3436,NC,South,Wilkes County,0.173,0.055,0.293
3437,NC,South,Wilson County,0.236,0.028,0.349
3438,NC,South,Wilson County,0.226,0.028,0.373
3439,NC,South,Yadkin County,0.142,0.004,0.297
3440,NC,South,Yadkin County,0.145,0.004,0.301
3441,NC,South,Yancey County,0.159,0.0,0.287
3442,NC,South,Yancey County,0.16,0.0,0.271
3443,ND,Midwest,Adams County,0.058,0.109,0.331
3444,ND,Midwest,Adams County,0.067,0.109,0.304
3445,ND,Midwest,Barnes County,0.068,0.071,0.27
3446,ND,Midwest,Barnes County,0.073,0.071,0.279
3447,ND,Midwest,Benson County,0.144,0.219,0.355
3448,ND,Midwest,Benson County,0.144,0.219,0.328
3449,ND,Midwest,Bottineau County,0.059,0.138,0.313
3450,ND,Midwest,Bottineau County,0.064,0.138,0.304
3451,ND,Midwest,Bowman County,0.042,0.06,0.315
3452,ND,Midwest,Bowman County,0.045,0.06,0.307
3453,ND,Midwest,Burke County,0.042,0.235,0.306
3454,ND,Midwest,Burke County,0.061,0.235,0.286
3455,ND,Midwest,Burleigh County,0.061,0.055,0.267
3456,ND,Midwest,Burleigh County,0.061,0.055,0.28
3457,ND,Midwest,Cass County,0.092,0.029,0.27
3458,ND,Midwest,Cass County,0.094,0.029,0.266
3459,ND,Midwest,Cavalier County,0.043,0.084,0.314
3460,ND,Midwest,Cavalier County,0.048,0.084,0.278
3461,ND,Midwest,Dickey County,0.057,0.212,0.297
3462,ND,Midwest,Dickey County,0.066,0.212,0.337
3463,ND,Midwest,Divide County,0.047,0.078,0.289
3464,ND,Midwest,Divide County,0.049,0.078,0.286
3465,ND,Midwest,Dunn County,0.037,0.301,0.3
3466,ND,Midwest,Dunn County,0.044,0.301,0.285
3467,ND,Midwest,Eddy County,0.079,0.096,0.291
3468,ND,Midwest,Eddy County,0.088,0.096,0.302
3469,ND,Midwest,Emmons County,0.081,0.166,0.326
3470,ND,Midwest,Emmons County,0.085,0.166,0.306
3471,ND,Midwest,Foster County,0.053,0.055,0.303
3472,ND,Midwest,Foster County,0.066,0.055,0.284
3473,ND,Midwest,Golden Valley County,0.072,0.116,0.288
3474,ND,Midwest,Grand Forks County,0.101,0.116,0.299
3475,ND,Midwest,Grand Forks County,0.104,0.116,0.29
3476,ND,Midwest,Grant County,0.065,0.161,0.36
3477,ND,Midwest,Griggs County,0.054,0.071,0.304
3478,ND,Midwest,Griggs County,0.055,0.071,0.308
3479,ND,Midwest,Hettinger County,0.055,0.317,0.262
3480,ND,Midwest,Hettinger County,0.062,0.317,0.269
3481,ND,Midwest,Kidder County,0.088,0.399,0.33
3482,ND,Midwest,Kidder County,0.082,0.399,0.315
3483,ND,Midwest,LaMoure County,0.047,0.27,0.287
3484,ND,Midwest,LaMoure County,0.051,0.27,0.324
3485,ND,Midwest,Logan County,0.057,0.314,0.359
3486,ND,Midwest,McHenry County,0.073,0.355,0.296
3487,ND,Midwest,McHenry County,0.078,0.355,0.284
3488,ND,Midwest,McIntosh County,0.058,0.073,0.302
3489,ND,Midwest,McIntosh County,0.062,0.073,0.316
3490,ND,Midwest,McKenzie County,0.059,0.152,0.326
3491,ND,Midwest,McKenzie County,0.064,0.152,0.306
3492,ND,Midwest,McLean County,0.064,0.144,0.315
3493,ND,Midwest,McLean County,0.068,0.144,0.299
3494,ND,Midwest,Mercer County,0.062,0.046,0.298
3495,ND,Midwest,Mercer County,0.061,0.046,0.3
3496,ND,Midwest,Morton County,0.054,0.072,0.294
3497,ND,Midwest,Morton County,0.059,0.072,0.315
3498,ND,Midwest,Mountrail County,0.065,0.026,0.356
3499,ND,Midwest,Mountrail County,0.059,0.026,0.335
3500,ND,Midwest,Nelson County,0.054,0.281,0.308
3501,ND,Midwest,Nelson County,0.061,0.281,0.277
3502,ND,Midwest,Pembina County,0.073,0.124,0.329
3503,ND,Midwest,Pembina County,0.073,0.124,0.318
3504,ND,Midwest,Pierce County,0.081,0.074,0.325
3505,ND,Midwest,Pierce County,0.075,0.074,0.327
3506,ND,Midwest,Ramsey County,0.077,0.064,0.303
3507,ND,Midwest,Ramsey County,0.085,0.064,0.288
3508,ND,Midwest,Ransom County,0.057,0.038,0.316
3509,ND,Midwest,Ransom County,0.069,0.038,0.308
3510,ND,Midwest,Renville County,0.051,0.212,0.288
3511,ND,Midwest,Richland County,0.067,0.132,0.332
3512,ND,Midwest,Richland County,0.074,0.132,0.317
3513,ND,Midwest,Rolette County,0.171,0.033,0.403
3514,ND,Midwest,Rolette County,0.162,0.033,0.4
3515,ND,Midwest,Sargent County,0.046,0.064,0.31
3516,ND,Midwest,Sargent County,0.056,0.064,0.323
3517,ND,Midwest,Sioux County,0.173,0.262,0.443
3518,ND,Midwest,Sioux County,0.176,0.262,0.394
3519,ND,Midwest,Stark County,0.053,0.077,0.318
3520,ND,Midwest,Stark County,0.054,0.077,0.301
3521,ND,Midwest,Stutsman County,0.071,0.099,0.298
3522,ND,Midwest,Stutsman County,0.073,0.099,0.298
3523,ND,Midwest,Towner County,0.056,0.308,0.291
3524,ND,Midwest,Towner County,0.053,0.308,0.29
3525,ND,Midwest,Traill County,0.061,0.075,0.353
3526,ND,Midwest,Traill County,0.068,0.075,0.358
3527,ND,Midwest,Walsh County,0.071,0.052,0.332
3528,ND,Midwest,Walsh County,0.071,0.052,0.321
3529,ND,Midwest,Ward County,0.073,0.135,0.297
3530,ND,Midwest,Ward County,0.074,0.135,0.309
3531,ND,Midwest,Wells County,0.073,0.123,0.289
3532,ND,Midwest,Wells County,0.074,0.123,0.309
3533,ND,Midwest,Williams County,0.045,0.042,0.304
3534,ND,Midwest,Williams County,0.048,0.042,0.303
3535,NE,Midwest,Adams County,0.115,0.077,0.289
3536,NE,Midwest,Adams County,0.118,0.077,0.292
3537,NE,Midwest,Antelope County,0.105,0.157,0.281
3538,NE,Midwest,Antelope County,0.115,0.157,0.272
3539,NE,Midwest,Boone County,0.093,0.089,0.279
3540,NE,Midwest,Boone County,0.102,0.089,0.284
3541,NE,Midwest,Box Butte County,0.127,0.116,0.322
3542,NE,Midwest,Box Butte County,0.14,0.116,0.321
3543,NE,Midwest,Boyd County,0.089,0.402,0.309
3544,NE,Midwest,Boyd County,0.107,0.402,0.307
3545,NE,Midwest,Brown County,0.114,0.056,0.317
3546,NE,Midwest,Brown County,0.122,0.056,0.31
3547,NE,Midwest,Buffalo County,0.115,0.109,0.301
3548,NE,Midwest,Buffalo County,0.122,0.109,0.283
3549,NE,Midwest,Burt County,0.109,0.146,0.314
3550,NE,Midwest,Burt County,0.11,0.146,0.314
3551,NE,Midwest,Butler County,0.098,0.046,0.278
3552,NE,Midwest,Butler County,0.108,0.046,0.271
3553,NE,Midwest,Cass County,0.093,0.058,0.318
3554,NE,Midwest,Cass County,0.099,0.058,0.331
3555,NE,Midwest,Cedar County,0.092,0.134,0.281
3556,NE,Midwest,Cedar County,0.104,0.134,0.269
3557,NE,Midwest,Chase County,0.093,0.107,0.267
3558,NE,Midwest,Chase County,0.101,0.107,0.282
3559,NE,Midwest,Cherry County,0.104,0.132,0.27
3560,NE,Midwest,Cherry County,0.113,0.132,0.263
3561,NE,Midwest,Cheyenne County,0.112,0.048,0.284
3562,NE,Midwest,Cheyenne County,0.118,0.048,0.265
3563,NE,Midwest,Clay County,0.096,0.145,0.347
3564,NE,Midwest,Clay County,0.102,0.145,0.344
3565,NE,Midwest,Colfax County,0.097,0.064,0.339
3566,NE,Midwest,Colfax County,0.097,0.064,0.313
3567,NE,Midwest,Cuming County,0.093,0.095,0.298
3568,NE,Midwest,Cuming County,0.107,0.095,0.287
3569,NE,Midwest,Custer County,0.096,0.182,0.317
3570,NE,Midwest,Custer County,0.102,0.182,0.332
3571,NE,Midwest,Dakota County,0.133,0.061,0.337
3572,NE,Midwest,Dakota County,0.129,0.061,0.335
3573,NE,Midwest,Dawes County,0.153,0.089,0.298
3574,NE,Midwest,Dawes County,0.155,0.089,0.287
3575,NE,Midwest,Dawson County,0.115,0.147,0.322
3576,NE,Midwest,Dawson County,0.11,0.147,0.328
3577,NE,Midwest,Deuel County,0.104,0.074,0.275
3578,NE,Midwest,Deuel County,0.111,0.074,0.266
3579,NE,Midwest,Dixon County,0.103,0.129,0.325
3580,NE,Midwest,Dixon County,0.112,0.129,0.315
3581,NE,Midwest,Dodge County,0.119,0.083,0.298
3582,NE,Midwest,Dodge County,0.12,0.083,0.298
3583,NE,Midwest,Douglas County,0.139,0.035,0.284
3584,NE,Midwest,Douglas County,0.14,0.035,0.28
3585,NE,Midwest,Dundy County,0.101,0.11,0.301
3586,NE,Midwest,Dundy County,0.111,0.11,0.332
3587,NE,Midwest,Fillmore County,0.099,0.081,0.292
3588,NE,Midwest,Fillmore County,0.104,0.081,0.288
3589,NE,Midwest,Franklin County,0.105,0.191,0.317
3590,NE,Midwest,Franklin County,0.108,0.191,0.338
3591,NE,Midwest,Frontier County,0.099,0.38,0.319
3592,NE,Midwest,Furnas County,0.115,0.197,0.322
3593,NE,Midwest,Furnas County,0.125,0.197,0.327
3594,NE,Midwest,Gage County,0.12,0.063,0.34
3595,NE,Midwest,Gage County,0.124,0.063,0.339
3596,NE,Midwest,Garden County,0.109,0.439,0.263
3597,NE,Midwest,Garden County,0.105,0.439,0.282
3598,NE,Midwest,Garfield County,0.11,0.014,0.276
3599,NE,Midwest,Garfield County,0.121,0.014,0.277
3600,NE,Midwest,Gosper County,0.099,0.2,0.295
3601,NE,Midwest,Gosper County,0.107,0.2,0.315
3602,NE,Midwest,Greeley County,0.102,0.236,0.332
3603,NE,Midwest,Greeley County,0.11,0.236,0.322
3604,NE,Midwest,Hall County,0.115,0.052,0.312
3605,NE,Midwest,Hall County,0.116,0.052,0.311
3606,NE,Midwest,Hamilton County,0.09,0.009,0.299
3607,NE,Midwest,Hamilton County,0.1,0.009,0.29
3608,NE,Midwest,Harlan County,0.093,0.019,0.293
3609,NE,Midwest,Harlan County,0.108,0.019,0.298
3610,NE,Midwest,Hitchcock County,0.113,0.361,0.338
3611,NE,Midwest,Hitchcock County,0.119,0.361,0.324
3612,NE,Midwest,Holt County,0.095,0.081,0.303
3613,NE,Midwest,Holt County,0.103,0.081,0.312
3614,NE,Midwest,Howard County,0.101,0.059,0.315
3615,NE,Midwest,Howard County,0.104,0.059,0.301
3616,NE,Midwest,Jefferson County,0.1,0.055,0.322
3617,NE,Midwest,Jefferson County,0.114,0.055,0.341
3618,NE,Midwest,Johnson County,0.112,0.063,0.3
3619,NE,Midwest,Johnson County,0.119,0.063,0.303
3620,NE,Midwest,Kearney County,0.086,0.029,0.294
3621,NE,Midwest,Kearney County,0.092,0.029,0.3
3622,NE,Midwest,Keith County,0.105,0.066,0.284
3623,NE,Midwest,Keith County,0.115,0.066,0.276
3624,NE,Midwest,Kimball County,0.111,0.024,0.314
3625,NE,Midwest,Kimball County,0.114,0.024,0.312
3626,NE,Midwest,Knox County,0.113,0.288,0.279
3627,NE,Midwest,Knox County,0.119,0.288,0.282
3628,NE,Midwest,Lancaster County,0.13,0.032,0.267
3629,NE,Midwest,Lancaster County,0.135,0.032,0.263
3630,NE,Midwest,Lincoln County,0.108,0.074,0.324
3631,NE,Midwest,Lincoln County,0.111,0.074,0.328
3632,NE,Midwest,Madison County,0.119,0.089,0.294
3633,NE,Midwest,Madison County,0.123,0.089,0.309
3634,NE,Midwest,Merrick County,0.111,0.125,0.331
3635,NE,Midwest,Merrick County,0.116,0.125,0.334
3636,NE,Midwest,Morrill County,0.112,0.199,0.293
3637,NE,Midwest,Morrill County,0.118,0.199,0.302
3638,NE,Midwest,Nance County,0.1,0.281,0.305
3639,NE,Midwest,Nance County,0.118,0.281,0.305
3640,NE,Midwest,Nemaha County,0.12,0.039,0.345
3641,NE,Midwest,Nemaha County,0.127,0.039,0.35
3642,NE,Midwest,Nuckolls County,0.113,0.165,0.295
3643,NE,Midwest,Nuckolls County,0.124,0.165,0.292
3644,NE,Midwest,Otoe County,0.114,0.036,0.345
3645,NE,Midwest,Otoe County,0.118,0.036,0.339
3646,NE,Midwest,Pawnee County,0.102,0.062,0.33
3647,NE,Midwest,Pawnee County,0.117,0.062,0.325
3648,NE,Midwest,Perkins County,0.089,0.225,0.298
3649,NE,Midwest,Perkins County,0.097,0.225,0.313
3650,NE,Midwest,Phelps County,0.104,0.05,0.333
3651,NE,Midwest,Phelps County,0.109,0.05,0.334
3652,NE,Midwest,Pierce County,0.089,0.25,0.346
3653,NE,Midwest,Pierce County,0.098,0.25,0.365
3654,NE,Midwest,Platte County,0.099,0.043,0.299
3655,NE,Midwest,Platte County,0.105,0.043,0.292
3656,NE,Midwest,Polk County,0.096,0.259,0.33
3657,NE,Midwest,Polk County,0.103,0.259,0.313
3658,NE,Midwest,Red Willow County,0.108,0.153,0.302
3659,NE,Midwest,Red Willow County,0.115,0.153,0.306
3660,NE,Midwest,Richardson County,0.12,0.075,0.326
3661,NE,Midwest,Richardson County,0.133,0.075,0.325
3662,NE,Midwest,Saline County,0.116,0.073,0.319
3663,NE,Midwest,Saline County,0.119,0.073,0.319
3664,NE,Midwest,Sarpy County,0.104,0.057,0.278
3665,NE,Midwest,Sarpy County,0.108,0.057,0.284
3666,NE,Midwest,Saunders County,0.095,0.034,0.305
3667,NE,Midwest,Saunders County,0.103,0.034,0.293
3668,NE,Midwest,Scotts Bluff County,0.124,0.099,0.324
3669,NE,Midwest,Scotts Bluff County,0.122,0.099,0.333
3670,NE,Midwest,Seward County,0.1,0.04,0.29
3671,NE,Midwest,Seward County,0.103,0.04,0.287
3672,NE,Midwest,Sheridan County,0.12,0.162,0.297
3673,NE,Midwest,Sheridan County,0.13,0.162,0.292
3674,NE,Midwest,Sherman County,0.099,0.152,0.336
3675,NE,Midwest,Sherman County,0.106,0.152,0.327
3676,NE,Midwest,Stanton County,0.1,0.243,0.311
3677,NE,Midwest,Stanton County,0.104,0.243,0.338
3678,NE,Midwest,Thayer County,0.091,0.088,0.278
3679,NE,Midwest,Thayer County,0.106,0.088,0.322
3680,NE,Midwest,Thurston County,0.187,0.068,0.399
3681,NE,Midwest,Thurston County,0.171,0.068,0.407
3682,NE,Midwest,Valley County,0.1,0.094,0.298
3683,NE,Midwest,Valley County,0.114,0.094,0.308
3684,NE,Midwest,Washington County,0.088,0.006,0.307
3685,NE,Midwest,Washington County,0.096,0.006,0.312
3686,NE,Midwest,Wayne County,0.124,0.021,0.291
3687,NE,Midwest,Wayne County,0.125,0.021,0.286
3688,NE,Midwest,Webster County,0.111,0.416,0.323
3689,NE,Midwest,Webster County,0.117,0.416,0.309
3690,NE,Midwest,York County,0.106,0.066,0.326
3691,NE,Midwest,York County,0.116,0.066,0.32
3692,NH,Northeast,Belknap County,0.091,0.041,0.269
3693,NH,Northeast,Belknap County,0.1,0.041,0.295
3694,NH,Northeast,Carroll County,0.09,0.002,0.241
3695,NH,Northeast,Carroll County,0.096,0.002,0.238
3696,NH,Northeast,Cheshire County,0.099,0.031,0.259
3697,NH,Northeast,Cheshire County,0.106,0.031,0.254
3698,NH,Northeast,Coos County,0.12,0.037,0.315
3699,NH,Northeast,Coos County,0.125,0.037,0.313
3700,NH,Northeast,Grafton County,0.095,0.036,0.255
3701,NH,Northeast,Grafton County,0.104,0.036,0.267
3702,NH,Northeast,Hillsborough County,0.098,0.034,0.269
3703,NH,Northeast,Hillsborough County,0.102,0.034,0.272
3704,NH,Northeast,Merrimack County,0.091,0.052,0.264
3705,NH,Northeast,Merrimack County,0.098,0.052,0.276
3706,NH,Northeast,Rockingham County,0.081,0.053,0.263
3707,NH,Northeast,Rockingham County,0.088,0.053,0.257
3708,NH,Northeast,Strafford County,0.104,0.054,0.301
3709,NH,Northeast,Strafford County,0.112,0.054,0.305
3710,NH,Northeast,Sullivan County,0.095,0.046,0.268
3711,NH,Northeast,Sullivan County,0.1,0.046,0.266
3712,NJ,Northeast,Atlantic County,0.152,0.106,0.27
3713,NJ,Northeast,Atlantic County,0.154,0.106,0.268
3714,NJ,Northeast,Bergen County,0.099,0.011,0.214
3715,NJ,Northeast,Bergen County,0.101,0.011,0.208
3716,NJ,Northeast,Burlington County,0.106,0.043,0.271
3717,NJ,Northeast,Burlington County,0.112,0.043,0.27
3718,NJ,Northeast,Camden County,0.142,0.05,0.275
3719,NJ,Northeast,Camden County,0.141,0.05,0.283
3720,NJ,Northeast,Cape May County,0.131,0.09,0.248
3721,NJ,Northeast,Cape May County,0.138,0.09,0.263
3722,NJ,Northeast,Cumberland County,0.165,0.092,0.334
3723,NJ,Northeast,Cumberland County,0.162,0.092,0.339
3724,NJ,Northeast,Essex County,0.196,0.01,0.259
3725,NJ,Northeast,Essex County,0.192,0.01,0.265
3726,NJ,Northeast,Gloucester County,0.107,0.08,0.282
3727,NJ,Northeast,Gloucester County,0.113,0.08,0.286
3728,NJ,Northeast,Hudson County,0.169,0.0,0.239
3729,NJ,Northeast,Hudson County,0.16,0.0,0.236
3730,NJ,Northeast,Hunterdon County,0.066,0.021,0.2
3731,NJ,Northeast,Hunterdon County,0.071,0.021,0.206
3732,NJ,Northeast,Mercer County,0.124,0.031,0.251
3733,NJ,Northeast,Mercer County,0.124,0.031,0.237
3734,NJ,Northeast,Middlesex County,0.109,0.036,0.234
3735,NJ,Northeast,Middlesex County,0.109,0.036,0.226
3736,NJ,Northeast,Monmouth County,0.098,0.043,0.224
3737,NJ,Northeast,Monmouth County,0.102,0.043,0.23
3738,NJ,Northeast,Morris County,0.077,0.032,0.208
3739,NJ,Northeast,Morris County,0.08,0.032,0.214
3740,NJ,Northeast,Ocean County,0.103,0.103,0.264
3741,NJ,Northeast,Ocean County,0.111,0.103,0.268
3742,NJ,Northeast,Passaic County,0.153,0.016,0.247
3743,NJ,Northeast,Passaic County,0.145,0.016,0.236
3744,NJ,Northeast,Salem County,0.134,0.026,0.328
3745,NJ,Northeast,Salem County,0.139,0.026,0.323
3746,NJ,Northeast,Somerset County,0.079,0.03,0.211
3747,NJ,Northeast,Somerset County,0.083,0.03,0.213
3748,NJ,Northeast,Sussex County,0.083,0.04,0.258
3749,NJ,Northeast,Sussex County,0.087,0.04,0.246
3750,NJ,Northeast,Union County,0.139,0.013,0.232
3751,NJ,Northeast,Union County,0.132,0.013,0.237
3752,NJ,Northeast,Warren County,0.097,0.051,0.256
3753,NJ,Northeast,Warren County,0.1,0.051,0.266
3754,NM,West,Bernalillo County,0.171,0.062,0.193
3755,NM,West,Bernalillo County,0.166,0.062,0.197
3756,NM,West,Catron County,0.155,0.447,0.248
3757,NM,West,Catron County,0.161,0.447,0.227
3758,NM,West,Chaves County,0.168,0.132,0.306
3759,NM,West,Chaves County,0.165,0.132,0.31
3760,NM,West,Cibola County,0.182,0.19,0.312
3761,NM,West,Cibola County,0.183,0.19,0.327
3762,NM,West,Colfax County,0.174,0.213,0.248
3763,NM,West,Colfax County,0.166,0.213,0.259
3764,NM,West,Curry County,0.17,0.151,0.292
3765,NM,West,Curry County,0.17,0.151,0.286
3766,NM,West,DeBaca County,0.141,0.492,0.232
3767,NM,West,DeBaca County,0.149,0.492,0.246
3768,NM,West,Dona Ana County,0.181,0.209,0.254
3769,NM,West,Dona Ana County,0.168,0.209,0.238
3770,NM,West,Eddy County,0.132,0.131,0.287
3771,NM,West,Eddy County,0.133,0.131,0.314
3772,NM,West,Grant County,0.158,0.152,0.237
3773,NM,West,Grant County,0.153,0.152,0.218
3774,NM,West,Guadalupe County,0.194,0.217,0.259
3775,NM,West,Guadalupe County,0.157,0.217,0.28
3776,NM,West,Hidalgo County,0.175,0.124,0.264
3777,NM,West,Hidalgo County,0.164,0.124,0.268
3778,NM,West,Lea County,0.151,0.067,0.328
3779,NM,West,Lea County,0.142,0.067,0.333
3780,NM,West,Lincoln County,0.138,0.158,0.229
3781,NM,West,Lincoln County,0.147,0.158,0.219
3782,NM,West,Los Alamos County,0.106,0.029,0.185
3783,NM,West,Los Alamos County,0.118,0.029,0.2
3784,NM,West,Luna County,0.254,0.179,0.261
3785,NM,West,Luna County,0.229,0.179,0.248
3786,NM,West,McKinley County,0.212,0.334,0.358
3787,NM,West,McKinley County,0.222,0.334,0.354
3788,NM,West,Mora County,0.182,0.151,0.234
3789,NM,West,Mora County,0.144,0.151,0.233
3790,NM,West,Otero County,0.176,0.198,0.245
3791,NM,West,Otero County,0.176,0.198,0.235
3792,NM,West,Quay County,0.171,0.126,0.253
3793,NM,West,Quay County,0.159,0.126,0.297
3794,NM,West,Rio Arriba County,0.154,0.225,0.24
3795,NM,West,Rio Arriba County,0.141,0.225,0.246
3796,NM,West,Roosevelt County,0.181,0.101,0.267
3797,NM,West,Roosevelt County,0.177,0.101,0.269
3798,NM,West,San Juan County,0.175,0.136,0.303
3799,NM,West,San Juan County,0.177,0.136,0.302
3800,NM,West,San Miguel County,0.181,0.157,0.224
3801,NM,West,San Miguel County,0.162,0.157,0.219
3802,NM,West,Sandoval County,0.153,0.136,0.25
3803,NM,West,Sandoval County,0.152,0.136,0.242
3804,NM,West,Santa Fe County,0.149,0.105,0.138
3805,NM,West,Santa Fe County,0.144,0.105,0.142
3806,NM,West,Sierra County,0.16,0.206,0.233
3807,NM,West,Sierra County,0.18,0.206,0.213
3808,NM,West,Socorro County,0.167,0.175,0.265
3809,NM,West,Socorro County,0.159,0.175,0.268
3810,NM,West,Taos County,0.177,0.211,0.18
3811,NM,West,Taos County,0.174,0.211,0.18
3812,NM,West,Torrance County,0.187,0.105,0.259
3813,NM,West,Torrance County,0.176,0.105,0.26
3814,NM,West,Union County,0.129,0.135,0.26
3815,NM,West,Union County,0.147,0.135,0.275
3816,NM,West,Valencia County,0.165,0.187,0.284
3817,NM,West,Valencia County,0.154,0.187,0.289
3818,NV,West,Carson City,0.161,0.03,0.23
3819,NV,West,Carson City,0.149,0.03,0.23
3820,NV,West,Churchill County,0.138,0.07,0.316
3821,NV,West,Churchill County,0.139,0.07,0.316
3822,NV,West,Clark County,0.174,0.02,0.251
3823,NV,West,Clark County,0.157,0.02,0.249
3824,NV,West,Douglas County,0.147,0.121,0.225
3825,NV,West,Douglas County,0.136,0.121,0.219
